date,region,descriptive_house_price,descriptive_monthly_rent,descriptive_gross_yield_pct,model_aligned_observation
2024-01-02,London,546247.0,,,False
2024-01-03,London,547437.0,,,False
2024-01-04,London,548467.0,,,False
2024-01-05,London,553592.0,,,False
2024-01-06,London,556853.0,,,False
2024-01-07,London,557831.0,,,False
2024-01-08,London,567121.0,,,False
2024-01-09,London,566882.0,,,False
2024-01-10,London,560909.0,,,False
2024-01-11,London,559925.0,,,False
2024-01-12,London,556882.0,,,False
2024-02-01,London,,1642.0,,False
2024-03-01,London,,1643.0,,False
2024-04-01,London,,1645.0,,False
2024-05-01,London,,1646.0,,False
2024-06-01,London,,1647.0,,False
2024-07-01,London,,1649.0,,False
2024-08-01,London,,1650.0,,False
2024-09-01,London,,1651.0,,False
2024-10-01,London,,1653.0,,False
2024-11-01,London,,1654.0,,False
2024-12-01,London,,1656.0,,False
2025-01-01,London,563861.0,,,False
2025-01-02,London,561233.0,,,False
2025-01-03,London,554580.0,,,False
2025-01-04,London,566432.0,,,False
2025-01-05,London,565075.0,,,False
2025-01-06,London,567015.0,,,False
2025-01-07,London,568741.0,,,False
2025-01-08,London,564945.0,,,False
2025-01-09,London,565251.0,,,False
2025-01-10,London,552377.0,,,False
2025-01-11,London,556044.0,,,False
2025-01-12,London,550024.0,,,False
2026-01-01,London,554422.0,,,False
2005-01-01,North East,105467.0,475.0,5.10078169390097,True
2005-01-02,North East,104501.0,,,True
2005-01-03,North East,106528.0,,,True
2005-01-04,North East,109350.0,,,True
2005-01-05,North East,110702.0,,,True
2005-01-06,North East,112222.0,,,True
2005-01-07,North East,114780.0,,,True
2005-01-08,North East,116433.0,,,True
2005-01-09,North East,114720.0,,,True
2005-01-10,North East,115091.0,,,True
2005-01-11,North East,116604.0,,,True
2005-01-12,North East,116455.0,,,True
2005-02-01,North East,,476.0,,True
2005-03-01,North East,,476.0,,True
2005-04-01,North East,,476.0,,True
2005-05-01,North East,,477.0,,True
2005-06-01,North East,,477.0,,True
2005-07-01,North East,,478.0,,True
2005-08-01,North East,,478.0,,True
2005-09-01,North East,,478.0,,True
2005-10-01,North East,,479.0,,True
2005-11-01,North East,,479.0,,True
2005-12-01,North East,,480.0,,True
2006-01-01,North East,116408.0,480.0,4.751949578550273,True
2006-01-02,North East,114596.0,,,True
2006-01-03,North East,117115.0,,,True
2006-01-04,North East,119413.0,,,True
2006-01-05,North East,119935.0,,,True
2006-01-06,North East,122127.0,,,True
2006-01-07,North East,123262.0,,,True
2006-01-08,North East,122958.0,,,True
2006-01-09,North East,124534.0,,,True
2006-01-10,North East,124685.0,,,True
2006-01-11,North East,123726.0,,,True
2006-01-12,North East,126812.0,,,True
2006-02-01,North East,,480.0,,True
2006-03-01,North East,,481.0,,True
2006-04-01,North East,,481.0,,True
2006-05-01,North East,,482.0,,True
2006-06-01,North East,,482.0,,True
2006-07-01,North East,,482.0,,True
2006-08-01,North East,,483.0,,True
2006-09-01,North East,,483.0,,True
2006-10-01,North East,,484.0,,True
2006-11-01,North East,,484.0,,True
2006-12-01,North East,,484.0,,True
2007-01-01,North East,125367.0,485.0,4.516108604244062,True
2007-01-02,North East,124105.0,,,True
2007-01-03,North East,125000.0,,,True
2007-01-04,North East,127769.0,,,True
2007-01-05,North East,128335.0,,,True
2007-01-06,North East,130236.0,,,True
2007-01-07,North East,131888.0,,,True
2007-01-08,North East,131069.0,,,True
2007-01-09,North East,130853.0,,,True
2007-01-10,North East,130512.0,,,True
2007-01-11,North East,131350.0,,,True
2007-01-12,North East,131043.0,,,True
2007-02-01,North East,,485.0,,True
2007-03-01,North East,,486.0,,True
2007-04-01,North East,,486.0,,True
2007-05-01,North East,,486.0,,True
2007-06-01,North East,,487.0,,True
2007-07-01,North East,,487.0,,True
2007-08-01,North East,,488.0,,True
2007-09-01,North East,,488.0,,True
2007-10-01,North East,,488.0,,True
2007-11-01,North East,,489.0,,True
2007-12-01,North East,,489.0,,True
2008-01-01,North East,128120.0,490.0,4.7444990438382035,True
2008-01-02,North East,127750.0,,,True
2008-01-03,North East,126370.0,,,True
2008-01-04,North East,128633.0,,,True
2008-01-05,North East,129699.0,,,True
2008-01-06,North East,128164.0,,,True
2008-01-07,North East,125176.0,,,True
2008-01-08,North East,124456.0,,,True
2008-01-09,North East,120085.0,,,True
2008-01-10,North East,117742.0,,,True
2008-01-11,North East,117208.0,,,True
2008-01-12,North East,113793.0,,,True
2008-02-01,North East,,490.0,,True
2008-03-01,North East,,490.0,,True
2008-04-01,North East,,491.0,,True
2008-05-01,North East,,491.0,,True
2008-06-01,North East,,492.0,,True
2008-07-01,North East,,492.0,,True
2008-08-01,North East,,493.0,,True
2008-09-01,North East,,493.0,,True
2008-10-01,North East,,493.0,,True
2008-11-01,North East,,494.0,,True
2008-12-01,North East,,494.0,,True
2009-01-01,North East,112313.0,495.0,5.190647804205969,True
2009-01-02,North East,110903.0,,,True
2009-01-03,North East,110769.0,,,True
2009-01-04,North East,111896.0,,,True
2009-01-05,North East,113090.0,,,True
2009-01-06,North East,114312.0,,,True
2009-01-07,North East,114434.0,,,True
2009-01-08,North East,116065.0,,,True
2009-01-09,North East,117057.0,,,True
2009-01-10,North East,116499.0,,,True
2009-01-11,North East,117441.0,,,True
2009-01-12,North East,118460.0,,,True
2009-02-01,North East,,495.0,,True
2009-03-01,North East,,495.0,,True
2009-04-01,North East,,496.0,,True
2009-05-01,North East,,496.0,,True
2009-06-01,North East,,497.0,,True
2009-07-01,North East,,497.0,,True
2009-08-01,North East,,497.0,,True
2009-09-01,North East,,498.0,,True
2009-10-01,North East,,498.0,,True
2009-11-01,North East,,499.0,,True
2009-12-01,North East,,499.0,,True
2010-01-01,North East,113483.0,500.0,5.171863911020955,True
2010-01-02,North East,115410.0,,,True
2010-01-03,North East,116475.0,,,True
2010-01-04,North East,116764.0,,,True
2010-01-05,North East,116251.0,,,True
2010-01-06,North East,116958.0,,,True
2010-01-07,North East,116700.0,,,True
2010-01-08,North East,119375.0,,,True
2010-01-09,North East,115637.0,,,True
2010-01-10,North East,118073.0,,,True
2010-01-11,North East,113784.0,,,True
2010-01-12,North East,113238.0,,,True
2010-02-01,North East,,500.0,,True
2010-03-01,North East,,500.0,,True
2010-04-01,North East,,501.0,,True
2010-05-01,North East,,501.0,,True
2010-06-01,North East,,502.0,,True
2010-07-01,North East,,502.0,,True
2010-08-01,North East,,502.0,,True
2010-09-01,North East,,503.0,,True
2010-10-01,North East,,503.0,,True
2010-11-01,North East,,504.0,,True
2010-12-01,North East,,504.0,,True
2011-01-01,North East,110800.0,505.0,5.454606825009282,True
2011-01-02,North East,110514.0,,,True
2011-01-03,North East,109475.0,,,True
2011-01-04,North East,113001.0,,,True
2011-01-05,North East,113513.0,,,True
2011-01-06,North East,113222.0,,,True
2011-01-07,North East,111277.0,,,True
2011-01-08,North East,110658.0,,,True
2011-01-09,North East,110918.0,,,True
2011-01-10,North East,109974.0,,,True
2011-01-11,North East,110721.0,,,True
2011-01-12,North East,109112.0,,,True
2011-02-01,North East,,505.0,,True
2011-03-01,North East,,505.0,,True
2011-04-01,North East,,506.0,,True
2011-05-01,North East,,506.0,,True
2011-06-01,North East,,507.0,,True
2011-07-01,North East,,507.0,,True
2011-08-01,North East,,507.0,,True
2011-09-01,North East,,508.0,,True
2011-10-01,North East,,508.0,,True
2011-11-01,North East,,509.0,,True
2011-12-01,North East,,509.0,,True
2012-01-01,North East,106921.0,510.0,5.559879233124283,True
2012-01-02,North East,107716.0,,,True
2012-01-03,North East,110337.0,,,True
2012-01-04,North East,109778.0,,,True
2012-01-05,North East,109371.0,,,True
2012-01-06,North East,111115.0,,,True
2012-01-07,North East,110824.0,,,True
2012-01-08,North East,113295.0,,,True
2012-01-09,North East,111825.0,,,True
2012-01-10,North East,110557.0,,,True
2012-01-11,North East,110483.0,,,True
2012-01-12,North East,108670.0,,,True
2012-02-01,North East,,510.0,,True
2012-03-01,North East,,510.0,,True
2012-04-01,North East,,511.0,,True
2012-05-01,North East,,511.0,,True
2012-06-01,North East,,512.0,,True
2012-07-01,North East,,512.0,,True
2012-08-01,North East,,513.0,,True
2012-09-01,North East,,513.0,,True
2012-10-01,North East,,513.0,,True
2012-11-01,North East,,514.0,,True
2012-12-01,North East,,514.0,,True
2013-01-01,North East,107464.0,515.0,5.638348795331768,True
2013-01-02,North East,105972.0,,,True
2013-01-03,North East,108955.0,,,True
2013-01-04,North East,109114.0,,,True
2013-01-05,North East,109606.0,,,True
2013-01-06,North East,109413.0,,,True
2013-01-07,North East,112174.0,,,True
2013-01-08,North East,113740.0,,,True
2013-01-09,North East,112720.0,,,True
2013-01-10,North East,106785.0,,,True
2013-01-11,North East,110180.0,,,True
2013-01-12,North East,110007.0,,,True
2013-02-01,North East,,515.0,,True
2013-03-01,North East,,516.0,,True
2013-04-01,North East,,516.0,,True
2013-05-01,North East,,516.0,,True
2013-06-01,North East,,517.0,,True
2013-07-01,North East,,517.0,,True
2013-08-01,North East,,518.0,,True
2013-09-01,North East,,518.0,,True
2013-10-01,North East,,519.0,,True
2013-11-01,North East,,519.0,,True
2013-12-01,North East,,519.0,,True
2014-01-01,North East,108358.0,520.0,5.56609176830831,True
2014-01-02,North East,108598.0,,,True
2014-01-03,North East,110048.0,,,True
2014-01-04,North East,111939.0,,,True
2014-01-05,North East,112221.0,,,True
2014-01-06,North East,114685.0,,,True
2014-01-07,North East,114743.0,,,True
2014-01-08,North East,114790.0,,,True
2014-01-09,North East,113770.0,,,True
2014-01-10,North East,112226.0,,,True
2014-01-11,North East,112377.0,,,True
2014-01-12,North East,112396.0,,,True
2014-02-01,North East,,520.0,,True
2014-03-01,North East,,521.0,,True
2014-04-01,North East,,521.0,,True
2014-05-01,North East,,522.0,,True
2014-06-01,North East,,522.0,,True
2014-07-01,North East,,522.0,,True
2014-08-01,North East,,523.0,,True
2014-09-01,North East,,523.0,,True
2014-10-01,North East,,524.0,,True
2014-11-01,North East,,524.0,,True
2014-12-01,North East,,525.0,,True
2015-01-01,North East,110842.0,525.0,5.4923616763145535,True
2015-01-02,North East,112138.0,,,True
2015-01-03,North East,111241.0,,,True
2015-01-04,North East,115045.0,,,True
2015-01-05,North East,114110.0,,,True
2015-01-06,North East,115977.0,,,True
2015-01-07,North East,116059.0,,,True
2015-01-08,North East,116959.0,,,True
2015-01-09,North East,116659.0,,,True
2015-01-10,North East,114964.0,,,True
2015-01-11,North East,116401.0,,,True
2015-01-12,North East,116936.0,,,True
2015-02-01,North East,,525.0,,True
2015-03-01,North East,,526.0,,True
2015-04-01,North East,,526.0,,True
2015-05-01,North East,,527.0,,True
2015-06-01,North East,,527.0,,True
2015-07-01,North East,,528.0,,True
2015-08-01,North East,,528.0,,True
2015-09-01,North East,,528.0,,True
2015-10-01,North East,,529.0,,True
2015-11-01,North East,,529.0,,True
2015-12-01,North East,,530.0,,True
2016-01-01,North East,114570.0,530.0,5.40925851337414,True
2016-01-02,North East,114559.0,,,True
2016-01-03,North East,116217.0,,,True
2016-01-04,North East,115881.0,,,True
2016-01-05,North East,117976.0,,,True
2016-01-06,North East,120059.0,,,True
2016-01-07,North East,120828.0,,,True
2016-01-08,North East,119319.0,,,True
2016-01-09,North East,118057.0,,,True
2016-01-10,North East,117519.0,,,True
2016-01-11,North East,118179.0,,,True
2016-01-12,North East,119525.0,,,True
2016-02-01,North East,,531.0,,True
2016-03-01,North East,,531.0,,True
2016-04-01,North East,,532.0,,True
2016-05-01,North East,,532.0,,True
2016-06-01,North East,,532.0,,True
2016-07-01,North East,,533.0,,True
2016-08-01,North East,,533.0,,True
2016-09-01,North East,,534.0,,True
2016-10-01,North East,,534.0,,True
2016-11-01,North East,,535.0,,True
2016-12-01,North East,,535.0,,True
2017-01-01,North East,115477.0,536.0,5.370139868265148,True
2017-01-02,North East,117401.0,,,True
2017-01-03,North East,115290.0,,,True
2017-01-04,North East,118166.0,,,True
2017-01-05,North East,120226.0,,,True
2017-01-06,North East,121193.0,,,True
2017-01-07,North East,121086.0,,,True
2017-01-08,North East,122746.0,,,True
2017-01-09,North East,120655.0,,,True
2017-01-10,North East,121660.0,,,True
2017-01-11,North East,120275.0,,,True
2017-01-12,North East,123106.0,,,True
2017-02-01,North East,,536.0,,True
2017-03-01,North East,,536.0,,True
2017-04-01,North East,,537.0,,True
2017-05-01,North East,,537.0,,True
2017-06-01,North East,,538.0,,True
2017-07-01,North East,,538.0,,True
2017-08-01,North East,,539.0,,True
2017-09-01,North East,,539.0,,True
2017-10-01,North East,,540.0,,True
2017-11-01,North East,,540.0,,True
2017-12-01,North East,,540.0,,True
2018-01-01,North East,117478.0,541.0,5.349929241365868,True
2018-01-02,North East,119630.0,,,True
2018-01-03,North East,117354.0,,,True
2018-01-04,North East,121414.0,,,True
2018-01-05,North East,121896.0,,,True
2018-01-06,North East,121148.0,,,True
2018-01-07,North East,124172.0,,,True
2018-01-08,North East,123349.0,,,True
2018-01-09,North East,123205.0,,,True
2018-01-10,North East,123712.0,,,True
2018-01-11,North East,121948.0,,,True
2018-01-12,North East,121760.0,,,True
2018-02-01,North East,,541.0,,True
2018-03-01,North East,,542.0,,True
2018-04-01,North East,,542.0,,True
2018-05-01,North East,,543.0,,True
2018-06-01,North East,,543.0,,True
2018-07-01,North East,,544.0,,True
2018-08-01,North East,,544.0,,True
2018-09-01,North East,,545.0,,True
2018-10-01,North East,,545.0,,True
2018-11-01,North East,,545.0,,True
2018-12-01,North East,,546.0,,True
2019-01-01,North East,118687.0,546.0,5.3916700341773796,True
2019-01-02,North East,117822.0,,,True
2019-01-03,North East,117948.0,,,True
2019-01-04,North East,121919.0,,,True
2019-01-05,North East,121907.0,,,True
2019-01-06,North East,122531.0,,,True
2019-01-07,North East,122847.0,,,True
2019-01-08,North East,124357.0,,,True
2019-01-09,North East,124808.0,,,True
2019-01-10,North East,122347.0,,,True
2019-01-11,North East,122515.0,,,True
2019-01-12,North East,122342.0,,,True
2019-02-01,North East,,547.0,,True
2019-03-01,North East,,547.0,,True
2019-04-01,North East,,548.0,,True
2019-05-01,North East,,548.0,,True
2019-06-01,North East,,549.0,,True
2019-07-01,North East,,549.0,,True
2019-08-01,North East,,549.0,,True
2019-09-01,North East,,550.0,,True
2019-10-01,North East,,550.0,,True
2019-11-01,North East,,551.0,,True
2019-12-01,North East,,551.0,,True
2020-01-01,North East,120484.0,552.0,5.348763078363253,True
2020-01-02,North East,120149.0,,,True
2020-01-03,North East,121391.0,,,True
2020-01-04,North East,116581.0,,,True
2020-01-05,North East,121101.0,,,True
2020-01-06,North East,122678.0,,,True
2020-01-07,North East,123730.0,,,True
2020-01-08,North East,124454.0,,,True
2020-01-09,North East,127530.0,,,True
2020-01-10,North East,127455.0,,,True
2020-01-11,North East,129955.0,,,True
2020-01-12,North East,131490.0,,,True
2020-02-01,North East,,552.0,,True
2020-03-01,North East,,553.0,,True
2020-04-01,North East,,553.0,,True
2020-05-01,North East,,554.0,,True
2020-06-01,North East,,554.0,,True
2020-07-01,North East,,555.0,,True
2020-08-01,North East,,555.0,,True
2020-09-01,North East,,555.0,,True
2020-10-01,North East,,556.0,,True
2020-11-01,North East,,556.0,,True
2020-12-01,North East,,557.0,,True
2021-01-01,North East,132623.0,557.0,4.8693260472925655,True
2021-01-02,North East,133797.0,,,True
2021-01-03,North East,136174.0,,,True
2021-01-04,North East,133960.0,,,True
2021-01-05,North East,133791.0,,,True
2021-01-06,North East,145095.0,,,True
2021-01-07,North East,134393.0,,,True
2021-01-08,North East,137004.0,,,True
2021-01-09,North East,146908.0,,,True
2021-01-10,North East,136801.0,,,True
2021-01-11,North East,138405.0,,,True
2021-01-12,North East,140230.0,,,True
2021-02-01,North East,,558.0,,True
2021-03-01,North East,,558.0,,True
2021-04-01,North East,,559.0,,True
2021-05-01,North East,,559.0,,True
2021-06-01,North East,,560.0,,True
2021-07-01,North East,,560.0,,True
2021-08-01,North East,,561.0,,True
2021-09-01,North East,,561.0,,True
2021-10-01,North East,,561.0,,True
2021-11-01,North East,,562.0,,True
2021-12-01,North East,,562.0,,True
2022-01-01,North East,140576.0,563.0,4.563438375298928,True
2022-01-02,North East,140762.0,,,True
2022-01-03,North East,143435.0,,,True
2022-01-04,North East,144411.0,,,True
2022-01-05,North East,145424.0,,,True
2022-01-06,North East,147826.0,,,True
2022-01-07,North East,151552.0,,,True
2022-01-08,North East,151747.0,,,True
2022-01-09,North East,152937.0,,,True
2022-01-10,North East,153663.0,,,True
2022-01-11,North East,153022.0,,,True
2022-01-12,North East,152252.0,,,True
2022-02-01,North East,,563.0,,True
2022-03-01,North East,,564.0,,True
2022-04-01,North East,,564.0,,True
2022-05-01,North East,,565.0,,True
2022-06-01,North East,,565.0,,True
2022-07-01,North East,,566.0,,True
2022-08-01,North East,,566.0,,True
2022-09-01,North East,,567.0,,True
2022-10-01,North East,,567.0,,True
2022-11-01,North East,,568.0,,True
2022-12-01,North East,,568.0,,True
2023-01-01,North East,150814.0,568.0,4.558204104988764,True
2023-01-02,North East,147783.0,,,True
2023-01-03,North East,144993.0,,,True
2023-01-04,North East,147442.0,,,True
2023-01-05,North East,146913.0,,,True
2023-01-06,North East,149448.0,,,True
2023-01-07,North East,150021.0,,,True
2023-01-08,North East,154429.0,,,True
2023-01-09,North East,151607.0,,,True
2023-01-10,North East,150966.0,,,True
2023-01-11,North East,150866.0,,,True
2023-01-12,North East,151215.0,,,True
2023-02-01,North East,,569.0,,True
2023-03-01,North East,,569.0,,True
2023-04-01,North East,,570.0,,True
2023-05-01,North East,,570.0,,True
2023-06-01,North East,,571.0,,True
2023-07-01,North East,,571.0,,True
2023-08-01,North East,,572.0,,True
2023-09-01,North East,,572.0,,True
2023-10-01,North East,,573.0,,True
2023-11-01,North East,,573.0,,True
2023-12-01,North East,,574.0,,True
2024-01-01,North East,147973.0,574.0,4.539816381894937,True
2024-01-02,North East,148690.0,,,False
2024-01-03,North East,147221.0,,,False
2024-01-04,North East,146629.0,,,False
2024-01-05,North East,149642.0,,,False
2024-01-06,North East,151871.0,,,False
2024-01-07,North East,151703.0,,,False
2024-01-08,North East,153371.0,,,False
2024-01-09,North East,156297.0,,,False
2024-01-10,North East,155424.0,,,False
2024-01-11,North East,155962.0,,,False
2024-01-12,North East,158022.0,,,False
2024-02-01,North East,,575.0,,False
2024-03-01,North East,,575.0,,False
2024-04-01,North East,,576.0,,False
2024-05-01,North East,,576.0,,False
2024-06-01,North East,,577.0,,False
2024-07-01,North East,,577.0,,False
2024-08-01,North East,,578.0,,False
2024-09-01,North East,,578.0,,False
2024-10-01,North East,,578.0,,False
2024-11-01,North East,,579.0,,False
2024-12-01,North East,,579.0,,False
2025-01-01,North East,154863.0,,,False
2025-01-02,North East,156938.0,,,False
2025-01-03,North East,163249.0,,,False
2025-01-04,North East,148603.0,,,False
2025-01-05,North East,154885.0,,,False
2025-01-06,North East,159353.0,,,False
2025-01-07,North East,160736.0,,,False
2025-01-08,North East,161504.0,,,False
2025-01-09,North East,161430.0,,,False
2025-01-10,North East,162617.0,,,False
2025-01-11,North East,167279.0,,,False
2025-01-12,North East,162910.0,,,False
2026-01-01,North East,158295.0,,,False
2005-01-01,North West,110684.0,588.0,6.007581765492549,True
2005-01-02,North West,109465.0,,,True
2005-01-03,North West,112526.0,,,True
2005-01-04,North West,114572.0,,,True
2005-01-05,North West,117039.0,,,True
2005-01-06,North West,118703.0,,,True
2005-01-07,North West,120041.0,,,True
2005-01-08,North West,121222.0,,,True
2005-01-09,North West,121247.0,,,True
2005-01-10,North West,120898.0,,,True
2005-01-11,North West,121267.0,,,True
2005-01-12,North West,123353.0,,,True
2005-02-01,North West,,589.0,,True
2005-03-01,North West,,589.0,,True
2005-04-01,North West,,590.0,,True
2005-05-01,North West,,590.0,,True
2005-06-01,North West,,591.0,,True
2005-07-01,North West,,591.0,,True
2005-08-01,North West,,592.0,,True
2005-09-01,North West,,592.0,,True
2005-10-01,North West,,593.0,,True
2005-11-01,North West,,593.0,,True
2005-12-01,North West,,594.0,,True
2006-01-01,North West,121111.0,594.0,5.571180694484836,True
2006-01-02,North West,122474.0,,,True
2006-01-03,North West,122037.0,,,True
2006-01-04,North West,126371.0,,,True
2006-01-05,North West,126866.0,,,True
2006-01-06,North West,128805.0,,,True
2006-01-07,North West,129938.0,,,True
2006-01-08,North West,130349.0,,,True
2006-01-09,North West,131529.0,,,True
2006-01-10,North West,131326.0,,,True
2006-01-11,North West,132398.0,,,True
2006-01-12,North West,133849.0,,,True
2006-02-01,North West,,595.0,,True
2006-03-01,North West,,595.0,,True
2006-04-01,North West,,596.0,,True
2006-05-01,North West,,596.0,,True
2006-06-01,North West,,597.0,,True
2006-07-01,North West,,597.0,,True
2006-08-01,North West,,598.0,,True
2006-09-01,North West,,598.0,,True
2006-10-01,North West,,599.0,,True
2006-11-01,North West,,599.0,,True
2006-12-01,North West,,600.0,,True
2007-01-01,North West,132851.0,600.0,5.21573016363075,True
2007-01-02,North West,133656.0,,,True
2007-01-03,North West,133923.0,,,True
2007-01-04,North West,136370.0,,,True
2007-01-05,North West,137517.0,,,True
2007-01-06,North West,139534.0,,,True
2007-01-07,North West,139945.0,,,True
2007-01-08,North West,140995.0,,,True
2007-01-09,North West,140601.0,,,True
2007-01-10,North West,140841.0,,,True
2007-01-11,North West,140288.0,,,True
2007-01-12,North West,141847.0,,,True
2007-02-01,North West,,601.0,,True
2007-03-01,North West,,601.0,,True
2007-04-01,North West,,602.0,,True
2007-05-01,North West,,602.0,,True
2007-06-01,North West,,603.0,,True
2007-07-01,North West,,603.0,,True
2007-08-01,North West,,604.0,,True
2007-09-01,North West,,604.0,,True
2007-10-01,North West,,605.0,,True
2007-11-01,North West,,605.0,,True
2007-12-01,North West,,606.0,,True
2008-01-01,North West,137996.0,606.0,5.505357262143484,True
2008-01-02,North West,136639.0,,,True
2008-01-03,North West,134901.0,,,True
2008-01-04,North West,137179.0,,,True
2008-01-05,North West,136500.0,,,True
2008-01-06,North West,135994.0,,,True
2008-01-07,North West,133855.0,,,True
2008-01-08,North West,132385.0,,,True
2008-01-09,North West,128319.0,,,True
2008-01-10,North West,126997.0,,,True
2008-01-11,North West,123649.0,,,True
2008-01-12,North West,122404.0,,,True
2008-02-01,North West,,607.0,,True
2008-03-01,North West,,607.0,,True
2008-04-01,North West,,608.0,,True
2008-05-01,North West,,608.0,,True
2008-06-01,North West,,609.0,,True
2008-07-01,North West,,609.0,,True
2008-08-01,North West,,610.0,,True
2008-09-01,North West,,610.0,,True
2008-10-01,North West,,611.0,,True
2008-11-01,North West,,611.0,,True
2008-12-01,North West,,612.0,,True
2009-01-01,North West,118624.0,612.0,6.07153794539167,True
2009-01-02,North West,118127.0,,,True
2009-01-03,North West,116002.0,,,True
2009-01-04,North West,118897.0,,,True
2009-01-05,North West,119324.0,,,True
2009-01-06,North West,119914.0,,,True
2009-01-07,North West,121746.0,,,True
2009-01-08,North West,122580.0,,,True
2009-01-09,North West,123166.0,,,True
2009-01-10,North West,123974.0,,,True
2009-01-11,North West,124385.0,,,True
2009-01-12,North West,126336.0,,,True
2009-02-01,North West,,613.0,,True
2009-03-01,North West,,613.0,,True
2009-04-01,North West,,614.0,,True
2009-05-01,North West,,614.0,,True
2009-06-01,North West,,615.0,,True
2009-07-01,North West,,615.0,,True
2009-08-01,North West,,616.0,,True
2009-09-01,North West,,616.0,,True
2009-10-01,North West,,617.0,,True
2009-11-01,North West,,617.0,,True
2009-12-01,North West,,618.0,,True
2010-01-01,North West,121963.0,618.0,5.989358884202232,True
2010-01-02,North West,123852.0,,,True
2010-01-03,North West,122184.0,,,True
2010-01-04,North West,124848.0,,,True
2010-01-05,North West,124971.0,,,True
2010-01-06,North West,125368.0,,,True
2010-01-07,North West,124676.0,,,True
2010-01-08,North West,126322.0,,,True
2010-01-09,North West,125008.0,,,True
2010-01-10,North West,123923.0,,,True
2010-01-11,North West,122092.0,,,True
2010-01-12,North West,122231.0,,,True
2010-02-01,North West,,619.0,,True
2010-03-01,North West,,619.0,,True
2010-04-01,North West,,620.0,,True
2010-05-01,North West,,621.0,,True
2010-06-01,North West,,621.0,,True
2010-07-01,North West,,622.0,,True
2010-08-01,North West,,622.0,,True
2010-09-01,North West,,623.0,,True
2010-10-01,North West,,623.0,,True
2010-11-01,North West,,624.0,,True
2010-12-01,North West,,624.0,,True
2011-01-01,North West,120876.0,625.0,6.240868931217928,True
2011-01-02,North West,120001.0,,,True
2011-01-03,North West,118899.0,,,True
2011-01-04,North West,120511.0,,,True
2011-01-05,North West,119816.0,,,True
2011-01-06,North West,119566.0,,,True
2011-01-07,North West,121233.0,,,True
2011-01-08,North West,122225.0,,,True
2011-01-09,North West,121416.0,,,True
2011-01-10,North West,120674.0,,,True
2011-01-11,North West,118507.0,,,True
2011-01-12,North West,119152.0,,,True
2011-02-01,North West,,625.0,,True
2011-03-01,North West,,626.0,,True
2011-04-01,North West,,626.0,,True
2011-05-01,North West,,627.0,,True
2011-06-01,North West,,627.0,,True
2011-07-01,North West,,628.0,,True
2011-08-01,North West,,628.0,,True
2011-09-01,North West,,629.0,,True
2011-10-01,North West,,629.0,,True
2011-11-01,North West,,630.0,,True
2011-12-01,North West,,630.0,,True
2012-01-01,North West,117050.0,631.0,6.346227948198161,True
2012-01-02,North West,118474.0,,,True
2012-01-03,North West,118948.0,,,True
2012-01-04,North West,119380.0,,,True
2012-01-05,North West,118612.0,,,True
2012-01-06,North West,120801.0,,,True
2012-01-07,North West,120075.0,,,True
2012-01-08,North West,121104.0,,,True
2012-01-09,North West,120949.0,,,True
2012-01-10,North West,118182.0,,,True
2012-01-11,North West,119974.0,,,True
2012-01-12,North West,118987.0,,,True
2012-02-01,North West,,631.0,,True
2012-03-01,North West,,632.0,,True
2012-04-01,North West,,632.0,,True
2012-05-01,North West,,633.0,,True
2012-06-01,North West,,634.0,,True
2012-07-01,North West,,634.0,,True
2012-08-01,North West,,635.0,,True
2012-09-01,North West,,635.0,,True
2012-10-01,North West,,636.0,,True
2012-11-01,North West,,636.0,,True
2012-12-01,North West,,637.0,,True
2013-01-01,North West,115931.0,637.0,6.3783852871468145,True
2013-01-02,North West,118279.0,,,True
2013-01-03,North West,118157.0,,,True
2013-01-04,North West,118665.0,,,True
2013-01-05,North West,119195.0,,,True
2013-01-06,North West,120605.0,,,True
2013-01-07,North West,120710.0,,,True
2013-01-08,North West,122403.0,,,True
2013-01-09,North West,122287.0,,,True
2013-01-10,North West,120126.0,,,True
2013-01-11,North West,121021.0,,,True
2013-01-12,North West,122233.0,,,True
2013-02-01,North West,,638.0,,True
2013-03-01,North West,,638.0,,True
2013-04-01,North West,,639.0,,True
2013-05-01,North West,,639.0,,True
2013-06-01,North West,,640.0,,True
2013-07-01,North West,,640.0,,True
2013-08-01,North West,,641.0,,True
2013-09-01,North West,,641.0,,True
2013-10-01,North West,,642.0,,True
2013-11-01,North West,,642.0,,True
2013-12-01,North West,,643.0,,True
2014-01-01,North West,120781.0,644.0,6.1595941933158205,True
2014-01-02,North West,122252.0,,,True
2014-01-03,North West,121034.0,,,True
2014-01-04,North West,124342.0,,,True
2014-01-05,North West,124825.0,,,True
2014-01-06,North West,126439.0,,,True
2014-01-07,North West,127145.0,,,True
2014-01-08,North West,128635.0,,,True
2014-01-09,North West,128468.0,,,True
2014-01-10,North West,127847.0,,,True
2014-01-11,North West,127364.0,,,True
2014-01-12,North West,127201.0,,,True
2014-02-01,North West,,644.0,,True
2014-03-01,North West,,645.0,,True
2014-04-01,North West,,645.0,,True
2014-05-01,North West,,646.0,,True
2014-06-01,North West,,646.0,,True
2014-07-01,North West,,647.0,,True
2014-08-01,North West,,647.0,,True
2014-09-01,North West,,648.0,,True
2014-10-01,North West,,648.0,,True
2014-11-01,North West,,649.0,,True
