date,region,descriptive_house_price,descriptive_monthly_rent,descriptive_gross_yield_pct,model_aligned_observation
2005-01-01,East Midlands,130266.0,543.0,4.837803683597455,True
2005-01-02,East Midlands,131704.0,,,True
2005-01-03,East Midlands,132038.0,,,True
2005-01-04,East Midlands,133495.0,,,True
2005-01-05,East Midlands,135007.0,,,True
2005-01-06,East Midlands,134528.0,,,True
2005-01-07,East Midlands,136194.0,,,True
2005-01-08,East Midlands,137235.0,,,True
2005-01-09,East Midlands,136141.0,,,True
2005-01-10,East Midlands,137315.0,,,True
2005-01-11,East Midlands,137311.0,,,True
2005-01-12,East Midlands,137021.0,,,True
2005-02-01,East Midlands,,544.0,,True
2005-03-01,East Midlands,,544.0,,True
2005-04-01,East Midlands,,545.0,,True
2005-05-01,East Midlands,,545.0,,True
2005-06-01,East Midlands,,545.0,,True
2005-07-01,East Midlands,,546.0,,True
2005-08-01,East Midlands,,546.0,,True
2005-09-01,East Midlands,,547.0,,True
2005-10-01,East Midlands,,547.0,,True
2005-11-01,East Midlands,,548.0,,True
2005-12-01,East Midlands,,548.0,,True
2006-01-01,East Midlands,135237.0,549.0,4.6713976693797985,True
2006-01-02,East Midlands,135594.0,,,True
2006-01-03,East Midlands,136176.0,,,True
2006-01-04,East Midlands,140034.0,,,True
2006-01-05,East Midlands,139736.0,,,True
2006-01-06,East Midlands,140998.0,,,True
2006-01-07,East Midlands,143553.0,,,True
2006-01-08,East Midlands,144201.0,,,True
2006-01-09,East Midlands,142806.0,,,True
2006-01-10,East Midlands,144280.0,,,True
2006-01-11,East Midlands,144542.0,,,True
2006-01-12,East Midlands,146212.0,,,True
2006-02-01,East Midlands,,549.0,,True
2006-03-01,East Midlands,,550.0,,True
2006-04-01,East Midlands,,550.0,,True
2006-05-01,East Midlands,,550.0,,True
2006-06-01,East Midlands,,551.0,,True
2006-07-01,East Midlands,,551.0,,True
2006-08-01,East Midlands,,552.0,,True
2006-09-01,East Midlands,,552.0,,True
2006-10-01,East Midlands,,553.0,,True
2006-11-01,East Midlands,,553.0,,True
2006-12-01,East Midlands,,554.0,,True
2007-01-01,East Midlands,145749.0,554.0,4.435854715094968,True
2007-01-02,East Midlands,146373.0,,,True
2007-01-03,East Midlands,146938.0,,,True
2007-01-04,East Midlands,148340.0,,,True
2007-01-05,East Midlands,148733.0,,,True
2007-01-06,East Midlands,150425.0,,,True
2007-01-07,East Midlands,152049.0,,,True
2007-01-08,East Midlands,153128.0,,,True
2007-01-09,East Midlands,153623.0,,,True
2007-01-10,East Midlands,151721.0,,,True
2007-01-11,East Midlands,152106.0,,,True
2007-01-12,East Midlands,151415.0,,,True
2007-02-01,East Midlands,,555.0,,True
2007-03-01,East Midlands,,555.0,,True
2007-04-01,East Midlands,,555.0,,True
2007-05-01,East Midlands,,556.0,,True
2007-06-01,East Midlands,,556.0,,True
2007-07-01,East Midlands,,557.0,,True
2007-08-01,East Midlands,,557.0,,True
2007-09-01,East Midlands,,558.0,,True
2007-10-01,East Midlands,,558.0,,True
2007-11-01,East Midlands,,559.0,,True
2007-12-01,East Midlands,,559.0,,True
2008-01-01,East Midlands,147391.0,560.0,4.749982486617716,True
2008-01-02,East Midlands,147361.0,,,True
2008-01-03,East Midlands,146597.0,,,True
2008-01-04,East Midlands,146797.0,,,True
2008-01-05,East Midlands,146487.0,,,True
2008-01-06,East Midlands,145927.0,,,True
2008-01-07,East Midlands,145373.0,,,True
2008-01-08,East Midlands,140774.0,,,True
2008-01-09,East Midlands,137306.0,,,True
2008-01-10,East Midlands,134959.0,,,True
2008-01-11,East Midlands,129901.0,,,True
2008-01-12,East Midlands,129828.0,,,True
2008-02-01,East Midlands,,560.0,,True
2008-03-01,East Midlands,,561.0,,True
2008-04-01,East Midlands,,561.0,,True
2008-05-01,East Midlands,,561.0,,True
2008-06-01,East Midlands,,562.0,,True
2008-07-01,East Midlands,,562.0,,True
2008-08-01,East Midlands,,563.0,,True
2008-09-01,East Midlands,,563.0,,True
2008-10-01,East Midlands,,564.0,,True
2008-11-01,East Midlands,,564.0,,True
2008-12-01,East Midlands,,565.0,,True
2009-01-01,East Midlands,126834.0,565.0,5.256029470312558,True
2009-01-02,East Midlands,125062.0,,,True
2009-01-03,East Midlands,125099.0,,,True
2009-01-04,East Midlands,125539.0,,,True
2009-01-05,East Midlands,125063.0,,,True
2009-01-06,East Midlands,128177.0,,,True
2009-01-07,East Midlands,129273.0,,,True
2009-01-08,East Midlands,131288.0,,,True
2009-01-09,East Midlands,131430.0,,,True
2009-01-10,East Midlands,133220.0,,,True
2009-01-11,East Midlands,133403.0,,,True
2009-01-12,East Midlands,135375.0,,,True
2009-02-01,East Midlands,,566.0,,True
2009-03-01,East Midlands,,566.0,,True
2009-04-01,East Midlands,,567.0,,True
2009-05-01,East Midlands,,567.0,,True
2009-06-01,East Midlands,,568.0,,True
2009-07-01,East Midlands,,568.0,,True
2009-08-01,East Midlands,,569.0,,True
2009-09-01,East Midlands,,569.0,,True
2009-10-01,East Midlands,,569.0,,True
2009-11-01,East Midlands,,570.0,,True
2009-12-01,East Midlands,,570.0,,True
2010-01-01,East Midlands,131404.0,571.0,5.06612527502166,True
2010-01-02,East Midlands,134427.0,,,True
2010-01-03,East Midlands,132747.0,,,True
2010-01-04,East Midlands,134281.0,,,True
2010-01-05,East Midlands,136505.0,,,True
2010-01-06,East Midlands,136874.0,,,True
2010-01-07,East Midlands,137673.0,,,True
2010-01-08,East Midlands,138671.0,,,True
2010-01-09,East Midlands,136820.0,,,True
2010-01-10,East Midlands,135867.0,,,True
2010-01-11,East Midlands,134748.0,,,True
2010-01-12,East Midlands,133946.0,,,True
2010-02-01,East Midlands,,571.0,,True
2010-03-01,East Midlands,,572.0,,True
2010-04-01,East Midlands,,572.0,,True
2010-05-01,East Midlands,,573.0,,True
2010-06-01,East Midlands,,573.0,,True
2010-07-01,East Midlands,,574.0,,True
2010-08-01,East Midlands,,574.0,,True
2010-09-01,East Midlands,,575.0,,True
2010-10-01,East Midlands,,575.0,,True
2010-11-01,East Midlands,,576.0,,True
2010-12-01,East Midlands,,576.0,,True
2011-01-01,East Midlands,131361.0,577.0,5.21340626015108,True
2011-01-02,East Midlands,132133.0,,,True
2011-01-03,East Midlands,131333.0,,,True
2011-01-04,East Midlands,132018.0,,,True
2011-01-05,East Midlands,132368.0,,,True
2011-01-06,East Midlands,132685.0,,,True
2011-01-07,East Midlands,134868.0,,,True
2011-01-08,East Midlands,135410.0,,,True
2011-01-09,East Midlands,133771.0,,,True
2011-01-10,East Midlands,132402.0,,,True
2011-01-11,East Midlands,132729.0,,,True
2011-01-12,East Midlands,133580.0,,,True
2011-02-01,East Midlands,,577.0,,True
2011-03-01,East Midlands,,578.0,,True
2011-04-01,East Midlands,,578.0,,True
2011-05-01,East Midlands,,579.0,,True
2011-06-01,East Midlands,,579.0,,True
2011-07-01,East Midlands,,579.0,,True
2011-08-01,East Midlands,,580.0,,True
2011-09-01,East Midlands,,580.0,,True
2011-10-01,East Midlands,,581.0,,True
2011-11-01,East Midlands,,581.0,,True
2011-12-01,East Midlands,,582.0,,True
2012-01-01,East Midlands,131314.0,582.0,5.2377801360883955,True
2012-01-02,East Midlands,131057.0,,,True
2012-01-03,East Midlands,131946.0,,,True
2012-01-04,East Midlands,133308.0,,,True
2012-01-05,East Midlands,133126.0,,,True
2012-01-06,East Midlands,134289.0,,,True
2012-01-07,East Midlands,135757.0,,,True
2012-01-08,East Midlands,134611.0,,,True
2012-01-09,East Midlands,134099.0,,,True
2012-01-10,East Midlands,134228.0,,,True
2012-01-11,East Midlands,134340.0,,,True
2012-01-12,East Midlands,133825.0,,,True
2012-02-01,East Midlands,,583.0,,True
2012-03-01,East Midlands,,583.0,,True
2012-04-01,East Midlands,,584.0,,True
2012-05-01,East Midlands,,584.0,,True
2012-06-01,East Midlands,,585.0,,True
2012-07-01,East Midlands,,585.0,,True
2012-08-01,East Midlands,,586.0,,True
2012-09-01,East Midlands,,586.0,,True
2012-10-01,East Midlands,,587.0,,True
2012-11-01,East Midlands,,587.0,,True
2012-12-01,East Midlands,,588.0,,True
2013-01-01,East Midlands,132438.0,588.0,5.180097737923769,True
2013-01-02,East Midlands,132498.0,,,True
2013-01-03,East Midlands,133425.0,,,True
2013-01-04,East Midlands,134150.0,,,True
2013-01-05,East Midlands,135785.0,,,True
2013-01-06,East Midlands,136126.0,,,True
2013-01-07,East Midlands,137251.0,,,True
2013-01-08,East Midlands,138691.0,,,True
2013-01-09,East Midlands,138231.0,,,True
2013-01-10,East Midlands,139089.0,,,True
2013-01-11,East Midlands,138201.0,,,True
2013-01-12,East Midlands,140532.0,,,True
2013-02-01,East Midlands,,589.0,,True
2013-03-01,East Midlands,,589.0,,True
2013-04-01,East Midlands,,590.0,,True
2013-05-01,East Midlands,,590.0,,True
2013-06-01,East Midlands,,591.0,,True
2013-07-01,East Midlands,,591.0,,True
2013-08-01,East Midlands,,592.0,,True
2013-09-01,East Midlands,,592.0,,True
2013-10-01,East Midlands,,593.0,,True
2013-11-01,East Midlands,,593.0,,True
2013-12-01,East Midlands,,594.0,,True
2014-01-01,East Midlands,139876.0,594.0,4.901626319681833,True
2014-01-02,East Midlands,141302.0,,,True
2014-01-03,East Midlands,141019.0,,,True
2014-01-04,East Midlands,143784.0,,,True
2014-01-05,East Midlands,144447.0,,,True
2014-01-06,East Midlands,145839.0,,,True
2014-01-07,East Midlands,146999.0,,,True
2014-01-08,East Midlands,149286.0,,,True
2014-01-09,East Midlands,149507.0,,,True
2014-01-10,East Midlands,148455.0,,,True
2014-01-11,East Midlands,148299.0,,,True
2014-01-12,East Midlands,148199.0,,,True
2014-02-01,East Midlands,,595.0,,True
2014-03-01,East Midlands,,595.0,,True
2014-04-01,East Midlands,,596.0,,True
2014-05-01,East Midlands,,596.0,,True
2014-06-01,East Midlands,,597.0,,True
2014-07-01,East Midlands,,597.0,,True
2014-08-01,East Midlands,,598.0,,True
2014-09-01,East Midlands,,598.0,,True
2014-10-01,East Midlands,,599.0,,True
2014-11-01,East Midlands,,599.0,,True
2014-12-01,East Midlands,,600.0,,True
2015-01-01,East Midlands,147972.0,600.0,4.6884609669137225,True
2015-01-02,East Midlands,148493.0,,,True
2015-01-03,East Midlands,148992.0,,,True
2015-01-04,East Midlands,149909.0,,,True
2015-01-05,East Midlands,151863.0,,,True
2015-01-06,East Midlands,153067.0,,,True
2015-01-07,East Midlands,155205.0,,,True
2015-01-08,East Midlands,157157.0,,,True
2015-01-09,East Midlands,156162.0,,,True
2015-01-10,East Midlands,157700.0,,,True
2015-01-11,East Midlands,158364.0,,,True
2015-01-12,East Midlands,158962.0,,,True
2015-02-01,East Midlands,,600.0,,True
2015-03-01,East Midlands,,601.0,,True
2015-04-01,East Midlands,,601.0,,True
2015-05-01,East Midlands,,602.0,,True
2015-06-01,East Midlands,,602.0,,True
2015-07-01,East Midlands,,603.0,,True
2015-08-01,East Midlands,,603.0,,True
2015-09-01,East Midlands,,604.0,,True
2015-10-01,East Midlands,,604.0,,True
2015-11-01,East Midlands,,605.0,,True
2015-12-01,East Midlands,,605.0,,True
2016-01-01,East Midlands,158831.0,606.0,4.447213771701548,True
2016-01-02,East Midlands,158290.0,,,True
2016-01-03,East Midlands,159052.0,,,True
2016-01-04,East Midlands,161689.0,,,True
2016-01-05,East Midlands,162514.0,,,True
2016-01-06,East Midlands,163785.0,,,True
2016-01-07,East Midlands,165414.0,,,True
2016-01-08,East Midlands,166249.0,,,True
2016-01-09,East Midlands,166849.0,,,True
2016-01-10,East Midlands,166085.0,,,True
2016-01-11,East Midlands,167427.0,,,True
2016-01-12,East Midlands,168191.0,,,True
2016-02-01,East Midlands,,607.0,,True
2016-03-01,East Midlands,,607.0,,True
2016-04-01,East Midlands,,608.0,,True
2016-05-01,East Midlands,,608.0,,True
2016-06-01,East Midlands,,609.0,,True
2016-07-01,East Midlands,,609.0,,True
2016-08-01,East Midlands,,610.0,,True
2016-09-01,East Midlands,,610.0,,True
2016-10-01,East Midlands,,611.0,,True
2016-11-01,East Midlands,,611.0,,True
2016-12-01,East Midlands,,612.0,,True
2017-01-01,East Midlands,166547.0,612.0,4.2360967065385235,True
2017-01-02,East Midlands,168619.0,,,True
2017-01-03,East Midlands,168470.0,,,True
2017-01-04,East Midlands,171346.0,,,True
2017-01-05,East Midlands,172332.0,,,True
2017-01-06,East Midlands,173524.0,,,True
2017-01-07,East Midlands,176382.0,,,True
2017-01-08,East Midlands,175988.0,,,True
2017-01-09,East Midlands,177002.0,,,True
2017-01-10,East Midlands,177222.0,,,True
2017-01-11,East Midlands,177154.0,,,True
2017-01-12,East Midlands,178086.0,,,True
2017-02-01,East Midlands,,613.0,,True
2017-03-01,East Midlands,,613.0,,True
2017-04-01,East Midlands,,614.0,,True
2017-05-01,East Midlands,,614.0,,True
2017-06-01,East Midlands,,615.0,,True
2017-07-01,East Midlands,,615.0,,True
2017-08-01,East Midlands,,616.0,,True
2017-09-01,East Midlands,,616.0,,True
2017-10-01,East Midlands,,617.0,,True
2017-11-01,East Midlands,,617.0,,True
2017-12-01,East Midlands,,618.0,,True
2018-01-01,East Midlands,177732.0,618.0,4.064485752765682,True
2018-01-02,East Midlands,180294.0,,,True
2018-01-03,East Midlands,177993.0,,,True
2018-01-04,East Midlands,180334.0,,,True
2018-01-05,East Midlands,181826.0,,,True
2018-01-06,East Midlands,182243.0,,,True
2018-01-07,East Midlands,184142.0,,,True
2018-01-08,East Midlands,185470.0,,,True
2018-01-09,East Midlands,186856.0,,,True
2018-01-10,East Midlands,184561.0,,,True
2018-01-11,East Midlands,185825.0,,,True
2018-01-12,East Midlands,184588.0,,,True
2018-02-01,East Midlands,,619.0,,True
2018-03-01,East Midlands,,619.0,,True
2018-04-01,East Midlands,,620.0,,True
2018-05-01,East Midlands,,620.0,,True
2018-06-01,East Midlands,,621.0,,True
2018-07-01,East Midlands,,621.0,,True
2018-08-01,East Midlands,,622.0,,True
2018-09-01,East Midlands,,622.0,,True
2018-10-01,East Midlands,,623.0,,True
2018-11-01,East Midlands,,623.0,,True
2018-12-01,East Midlands,,624.0,,True
2019-01-01,East Midlands,184148.0,624.0,4.0332878972666615,True
2019-01-02,East Midlands,183910.0,,,True
2019-01-03,East Midlands,183521.0,,,True
2019-01-04,East Midlands,184470.0,,,True
2019-01-05,East Midlands,184812.0,,,True
2019-01-06,East Midlands,184910.0,,,True
2019-01-07,East Midlands,186307.0,,,True
2019-01-08,East Midlands,188104.0,,,True
2019-01-09,East Midlands,187643.0,,,True
2019-01-10,East Midlands,187487.0,,,True
2019-01-11,East Midlands,187649.0,,,True
2019-01-12,East Midlands,187279.0,,,True
2019-02-01,East Midlands,,625.0,,True
2019-03-01,East Midlands,,625.0,,True
2019-04-01,East Midlands,,626.0,,True
2019-05-01,East Midlands,,626.0,,True
2019-06-01,East Midlands,,627.0,,True
2019-07-01,East Midlands,,627.0,,True
2019-08-01,East Midlands,,628.0,,True
2019-09-01,East Midlands,,629.0,,True
2019-10-01,East Midlands,,629.0,,True
2019-11-01,East Midlands,,630.0,,True
2019-12-01,East Midlands,,630.0,,True
2020-01-01,East Midlands,187868.0,631.0,3.9394590696997223,True
2020-01-02,East Midlands,186308.0,,,True
2020-01-03,East Midlands,188446.0,,,True
2020-01-04,East Midlands,187949.0,,,True
2020-01-05,East Midlands,187382.0,,,True
2020-01-06,East Midlands,191136.0,,,True
2020-01-07,East Midlands,193004.0,,,True
2020-01-08,East Midlands,193470.0,,,True
2020-01-09,East Midlands,194142.0,,,True
2020-01-10,East Midlands,196846.0,,,True
2020-01-11,East Midlands,199379.0,,,True
2020-01-12,East Midlands,201798.0,,,True
2020-02-01,East Midlands,,631.0,,True
2020-03-01,East Midlands,,632.0,,True
2020-04-01,East Midlands,,632.0,,True
2020-05-01,East Midlands,,633.0,,True
2020-06-01,East Midlands,,633.0,,True
2020-07-01,East Midlands,,634.0,,True
2020-08-01,East Midlands,,634.0,,True
2020-09-01,East Midlands,,635.0,,True
2020-10-01,East Midlands,,635.0,,True
2020-11-01,East Midlands,,636.0,,True
2020-12-01,East Midlands,,636.0,,True
2021-01-01,East Midlands,202133.0,637.0,3.655549244521416,True
2021-01-02,East Midlands,204514.0,,,True
2021-01-03,East Midlands,205588.0,,,True
2021-01-04,East Midlands,202601.0,,,True
2021-01-05,East Midlands,203546.0,,,True
2021-01-06,East Midlands,215392.0,,,True
2021-01-07,East Midlands,202813.0,,,True
2021-01-08,East Midlands,209343.0,,,True
2021-01-09,East Midlands,217444.0,,,True
2021-01-10,East Midlands,212790.0,,,True
2021-01-11,East Midlands,216112.0,,,True
2021-01-12,East Midlands,218318.0,,,True
2021-02-01,East Midlands,,637.0,,True
2021-03-01,East Midlands,,638.0,,True
2021-04-01,East Midlands,,638.0,,True
2021-05-01,East Midlands,,639.0,,True
2021-06-01,East Midlands,,640.0,,True
2021-07-01,East Midlands,,640.0,,True
2021-08-01,East Midlands,,641.0,,True
2021-09-01,East Midlands,,641.0,,True
2021-10-01,East Midlands,,642.0,,True
2021-11-01,East Midlands,,642.0,,True
2021-12-01,East Midlands,,643.0,,True
2022-01-01,East Midlands,219956.0,643.0,3.3498086711644963,True
2022-01-02,East Midlands,221012.0,,,True
2022-01-03,East Midlands,222760.0,,,True
2022-01-04,East Midlands,224769.0,,,True
2022-01-05,East Midlands,226878.0,,,True
2022-01-06,East Midlands,231038.0,,,True
2022-01-07,East Midlands,233487.0,,,True
2022-01-08,East Midlands,237151.0,,,True
2022-01-09,East Midlands,236940.0,,,True
2022-01-10,East Midlands,237264.0,,,True
2022-01-11,East Midlands,237753.0,,,True
2022-01-12,East Midlands,237956.0,,,True
2022-02-01,East Midlands,,644.0,,True
2022-03-01,East Midlands,,644.0,,True
2022-04-01,East Midlands,,645.0,,True
2022-05-01,East Midlands,,645.0,,True
2022-06-01,East Midlands,,646.0,,True
2022-07-01,East Midlands,,646.0,,True
2022-08-01,East Midlands,,647.0,,True
2022-09-01,East Midlands,,648.0,,True
2022-10-01,East Midlands,,648.0,,True
2022-11-01,East Midlands,,649.0,,True
2022-12-01,East Midlands,,649.0,,True
2023-01-01,East Midlands,235315.0,650.0,3.3574243685021337,True
2023-01-02,East Midlands,232456.0,,,True
2023-01-03,East Midlands,229868.0,,,True
2023-01-04,East Midlands,230965.0,,,True
2023-01-05,East Midlands,229615.0,,,True
2023-01-06,East Midlands,232790.0,,,True
2023-01-07,East Midlands,233810.0,,,True
2023-01-08,East Midlands,235914.0,,,True
2023-01-09,East Midlands,233437.0,,,True
2023-01-10,East Midlands,232325.0,,,True
2023-01-11,East Midlands,233029.0,,,True
2023-01-12,East Midlands,229757.0,,,True
2023-02-01,East Midlands,,650.0,,True
2023-03-01,East Midlands,,651.0,,True
2023-04-01,East Midlands,,651.0,,True
2023-05-01,East Midlands,,652.0,,True
2023-06-01,East Midlands,,652.0,,True
2023-07-01,East Midlands,,653.0,,True
2023-08-01,East Midlands,,653.0,,True
2023-09-01,East Midlands,,654.0,,True
2023-10-01,East Midlands,,655.0,,True
2023-11-01,East Midlands,,655.0,,True
2023-12-01,East Midlands,,656.0,,True
2024-01-01,East Midlands,227053.0,656.0,3.3990546199608187,True
2024-01-02,East Midlands,227623.0,,,False
2024-01-03,East Midlands,227703.0,,,False
2024-01-04,East Midlands,227940.0,,,False
2024-01-05,East Midlands,230613.0,,,False
2024-01-06,East Midlands,228627.0,,,False
2024-01-07,East Midlands,233319.0,,,False
2024-01-08,East Midlands,234304.0,,,False
2024-01-09,East Midlands,234886.0,,,False
2024-01-10,East Midlands,236104.0,,,False
2024-01-11,East Midlands,235874.0,,,False
2024-01-12,East Midlands,237904.0,,,False
2024-02-01,East Midlands,,657.0,,False
2024-03-01,East Midlands,,657.0,,False
2024-04-01,East Midlands,,658.0,,False
2024-05-01,East Midlands,,658.0,,False
2024-06-01,East Midlands,,659.0,,False
2024-07-01,East Midlands,,659.0,,False
2024-08-01,East Midlands,,660.0,,False
2024-09-01,East Midlands,,661.0,,False
2024-10-01,East Midlands,,661.0,,False
2024-11-01,East Midlands,,662.0,,False
2024-12-01,East Midlands,,662.0,,False
2025-01-01,East Midlands,236516.0,,,False
2025-01-02,East Midlands,236549.0,,,False
2025-01-03,East Midlands,240186.0,,,False
2025-01-04,East Midlands,229755.0,,,False
2025-01-05,East Midlands,234704.0,,,False
2025-01-06,East Midlands,236782.0,,,False
2025-01-07,East Midlands,239858.0,,,False
2025-01-08,East Midlands,243194.0,,,False
2025-01-09,East Midlands,241136.0,,,False
2025-01-10,East Midlands,242314.0,,,False
2025-01-11,East Midlands,243924.0,,,False
2025-01-12,East Midlands,242550.0,,,False
2026-01-01,East Midlands,241497.0,,,False
2005-01-01,East of England,173457.0,724.0,4.961636609757524,True
2005-01-02,East of England,171709.0,,,True
2005-01-03,East of England,171895.0,,,True
2005-01-04,East of England,172440.0,,,True
2005-01-05,East of England,175216.0,,,True
2005-01-06,East of England,176173.0,,,True
2005-01-07,East of England,177374.0,,,True
2005-01-08,East of England,177064.0,,,True
2005-01-09,East of England,177457.0,,,True
2005-01-10,East of England,176487.0,,,True
2005-01-11,East of England,176303.0,,,True
2005-01-12,East of England,177602.0,,,True
2005-02-01,East of England,,725.0,,True
2005-03-01,East of England,,725.0,,True
2005-04-01,East of England,,726.0,,True
2005-05-01,East of England,,727.0,,True
2005-06-01,East of England,,727.0,,True
2005-07-01,East of England,,728.0,,True
2005-08-01,East of England,,728.0,,True
2005-09-01,East of England,,729.0,,True
2005-10-01,East of England,,730.0,,True
2005-11-01,East of England,,730.0,,True
2005-12-01,East of England,,731.0,,True
2006-01-01,East of England,177088.0,731.0,4.750282111092283,True
2006-01-02,East of England,177314.0,,,True
2006-01-03,East of England,178701.0,,,True
2006-01-04,East of England,181493.0,,,True
2006-01-05,East of England,183080.0,,,True
2006-01-06,East of England,183356.0,,,True
2006-01-07,East of England,187016.0,,,True
2006-01-08,East of England,188674.0,,,True
2006-01-09,East of England,188742.0,,,True
2006-01-10,East of England,190015.0,,,True
2006-01-11,East of England,190676.0,,,True
2006-01-12,East of England,192829.0,,,True
2006-02-01,East of England,,732.0,,True
2006-03-01,East of England,,733.0,,True
2006-04-01,East of England,,733.0,,True
2006-05-01,East of England,,734.0,,True
2006-06-01,East of England,,735.0,,True
2006-07-01,East of England,,735.0,,True
2006-08-01,East of England,,736.0,,True
2006-09-01,East of England,,736.0,,True
2006-10-01,East of England,,737.0,,True
2006-11-01,East of England,,738.0,,True
2006-12-01,East of England,,738.0,,True
2007-01-01,East of England,192919.0,739.0,4.400619023054641,True
2007-01-02,East of England,193326.0,,,True
2007-01-03,East of England,194938.0,,,True
2007-01-04,East of England,197352.0,,,True
2007-01-05,East of England,199249.0,,,True
2007-01-06,East of England,202727.0,,,True
2007-01-07,East of England,204615.0,,,True
2007-01-08,East of England,206015.0,,,True
2007-01-09,East of England,206877.0,,,True
2007-01-10,East of England,206703.0,,,True
2007-01-11,East of England,207394.0,,,True
2007-01-12,East of England,207181.0,,,True
2007-02-01,East of England,,739.0,,True
2007-03-01,East of England,,740.0,,True
2007-04-01,East of England,,741.0,,True
2007-05-01,East of England,,741.0,,True
2007-06-01,East of England,,742.0,,True
2007-07-01,East of England,,742.0,,True
2007-08-01,East of England,,743.0,,True
2007-09-01,East of England,,744.0,,True
2007-10-01,East of England,,744.0,,True
2007-11-01,East of England,,745.0,,True
2007-12-01,East of England,,746.0,,True
2008-01-01,East of England,205481.0,746.0,4.634430821033902,True
2008-01-02,East of England,203657.0,,,True
2008-01-03,East of England,201237.0,,,True
2008-01-04,East of England,199998.0,,,True
2008-01-05,East of England,201866.0,,,True
2008-01-06,East of England,198801.0,,,True
2008-01-07,East of England,198177.0,,,True
2008-01-08,East of England,191127.0,,,True
2008-01-09,East of England,186404.0,,,True
2008-01-10,East of England,181730.0,,,True
2008-01-11,East of England,176595.0,,,True
2008-01-12,East of England,174953.0,,,True
2008-02-01,East of England,,747.0,,True
2008-03-01,East of England,,747.0,,True
2008-04-01,East of England,,748.0,,True
2008-05-01,East of England,,749.0,,True
2008-06-01,East of England,,749.0,,True
2008-07-01,East of England,,750.0,,True
2008-08-01,East of England,,751.0,,True
2008-09-01,East of England,,751.0,,True
2008-10-01,East of England,,752.0,,True
2008-11-01,East of England,,752.0,,True
2008-12-01,East of England,,753.0,,True
2009-01-01,East of England,173660.0,754.0,5.1578739439615875,True
2009-01-02,East of England,169793.0,,,True
2009-01-03,East of England,166473.0,,,True
2009-01-04,East of England,169102.0,,,True
2009-01-05,East of England,172064.0,,,True
2009-01-06,East of England,171951.0,,,True
2009-01-07,East of England,176546.0,,,True
2009-01-08,East of England,178649.0,,,True
2009-01-09,East of England,180764.0,,,True
2009-01-10,East of England,181000.0,,,True
2009-01-11,East of England,182568.0,,,True
2009-01-12,East of England,183414.0,,,True
2009-02-01,East of England,,754.0,,True
2009-03-01,East of England,,755.0,,True
2009-04-01,East of England,,756.0,,True
2009-05-01,East of England,,756.0,,True
2009-06-01,East of England,,757.0,,True
2009-07-01,East of England,,757.0,,True
2009-08-01,East of England,,758.0,,True
2009-09-01,East of England,,759.0,,True
2009-10-01,East of England,,759.0,,True
2009-11-01,East of England,,760.0,,True
2009-12-01,East of England,,761.0,,True
2010-01-01,East of England,185910.0,761.0,4.827347929517551,True
2010-01-02,East of England,186038.0,,,True
2010-01-03,East of England,186186.0,,,True
2010-01-04,East of England,189108.0,,,True
2010-01-05,East of England,189953.0,,,True
2010-01-06,East of England,189548.0,,,True
2010-01-07,East of England,192765.0,,,True
2010-01-08,East of England,192039.0,,,True
2010-01-09,East of England,192988.0,,,True
2010-01-10,East of England,189904.0,,,True
2010-01-11,East of England,189238.0,,,True
2010-01-12,East of England,188378.0,,,True
2010-02-01,East of England,,762.0,,True
2010-03-01,East of England,,762.0,,True
2010-04-01,East of England,,763.0,,True
2010-05-01,East of England,,764.0,,True
2010-06-01,East of England,,764.0,,True
2010-07-01,East of England,,765.0,,True
2010-08-01,East of England,,766.0,,True
2010-09-01,East of England,,766.0,,True
2010-10-01,East of England,,767.0,,True
2010-11-01,East of England,,768.0,,True
2010-12-01,East of England,,768.0,,True
2011-01-01,East of England,187409.0,769.0,4.907355851073019,True
2011-01-02,East of England,185272.0,,,True
2011-01-03,East of England,186529.0,,,True
2011-01-04,East of England,187388.0,,,True
2011-01-05,East of England,187664.0,,,True
2011-01-06,East of England,187093.0,,,True
2011-01-07,East of England,189751.0,,,True
2011-01-08,East of England,190567.0,,,True
2011-01-09,East of England,188774.0,,,True
2011-01-10,East of England,188720.0,,,True
2011-01-11,East of England,189577.0,,,True
2011-01-12,East of England,188765.0,,,True
2011-02-01,East of England,,769.0,,True
2011-03-01,East of England,,770.0,,True
2011-04-01,East of England,,771.0,,True
2011-05-01,East of England,,771.0,,True
2011-06-01,East of England,,772.0,,True
2011-07-01,East of England,,773.0,,True
2011-08-01,East of England,,773.0,,True
2011-09-01,East of England,,774.0,,True
2011-10-01,East of England,,775.0,,True
2011-11-01,East of England,,775.0,,True
2011-12-01,East of England,,776.0,,True
2012-01-01,East of England,189852.0,776.0,4.8672096717782924,True
2012-01-02,East of England,188281.0,,,True
2012-01-03,East of England,187072.0,,,True
2012-01-04,East of England,190794.0,,,True
2012-01-05,East of England,191630.0,,,True
2012-01-06,East of England,191456.0,,,True
2012-01-07,East of England,194079.0,,,True
2012-01-08,East of England,194117.0,,,True
2012-01-09,East of England,192957.0,,,True
2012-01-10,East of England,193648.0,,,True
2012-01-11,East of England,192932.0,,,True
2012-01-12,East of England,191994.0,,,True
2012-02-01,East of England,,777.0,,True
2012-03-01,East of England,,778.0,,True
2012-04-01,East of England,,778.0,,True
2012-05-01,East of England,,779.0,,True
